id,name,area_id,area_name,salary_from,salary_to,salary_currency,employer_id,employer_name,schedule_id,schedule_name,experience_id,experience_name,employment_id,employment_name,employment_form_id,employment_form_name,internship,snippet_requirement,snippet_responsibility,work_format,working_hours,work_schedule,professional_roles,contacts
128039270,Golang-разработчик (ментор),1,Москва,35000,100000,RUR,11533955,Бабин Михаил Сергеевич,remote,Удаленная работа,between3And6,От 3 до 6 лет,part,Частичная занятость,PART,Частичная,false,Опыт коммерческой backend-разработки на Go (от 1+ года). Опыт работы с реляционными БД (преимущественно PostgreSQL) и нереляционными БД...,"Помогать ученикам в чате, отвечать на технические вопросы. Проводить code-review по учебному проекту на Go и давать развёрнутую обратную...",Удалённо,2 часа; 3 часа; 4 часа; 5 часов,5/2,"Программист, разработчик",<nil>
127359528,Java-разработчик (backend),2,Санкт-Петербург,,,,2995618,Зарядные станции Яблочков,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт коммерческой разработки на Java от 3 лет. Глубокое понимание Spring Framework (Boot, Data, Security). Опыт проектирования и разработки RESTful...",Разработка архитектуры для управления зарядными станциями и обработки зарядных сессий. Создание эмуляторов электромобилей для тестирования и отладки зарядных протоколов.,,8 часов,5/2,"Программист, разработчик",<nil>
127214754,C#/.NET-разработчик,1,Москва,,,,2492,Московский Кредитный Банк,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Знание фреймворка asp.net core. Опыт проектирования и разработки микросервисной архитектуры. Опыт работы с брокерами сообщений(Kafka/rabbit). Опыт работы c...,Проектирование и разработка нового функционала. Написание Unit-тестов. Участие в разработке архитектуры сервисов. Оценка способов реализации задач и выбор наиболее...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127960813,Старший фронтенд разработчик / Team lead,2,Санкт-Петербург,300000,,RUR,2437802,Леон,fullDay,Полный день,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы во фронтенд-разработке от 5 лет. Глубокие знания JavaScript, TypeScript, HTML, CSS. Сильные знания Vue.js (опыт работы с...","...проектированием архитектуры нового фронтенд-приложения. Планирование и организация работы команды, техническое менторство. Взаимодействие с продуктовой командой, дизайнерами и бэкенд-разработчиками.",На месте работодателя; Гибрид,8 часов,5/2,Руководитель группы разработки,<nil>
127964111,Стажер JavaScript разработчик,1,Москва,,,,9352463,X5 Tech,fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,true,Знаешь Node. js. Имеешь опыт работы с системой контроля версий Git. Знаешь принципы и архитектуры web. Знаешь принципы и архитектуры...,"Выполнять задачи по разработке программных решений на основании технических заданий. Разрабатывать unit тесты. Сопровождать, документировать и эксплуатировать разработанные приложения.",Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
125318307,Java-разработчик (Middle+/Senior),1,Москва,,,,238161,СИГМА,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Высшее образование в сфере ИТ/техническое. Коммерческий опыт разработки, подтвержденный в трудовой, на Java (Kotlin) от 4-5 лет.",Участие в разработке. Проведение/участие в рабочих совещаниях и митапах. Разработку unit и интеграционных тестов. Проведение код-ревью.,На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127837946,Backend-разработчик,1,Москва,,,,5583507,Малвид,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"PHP7+, MySQL, Git. Опыт в разработке веб-приложений: PHP, MySQL. Умение и готовность работать с чужим кодом.","Разработка нового функционала, совершенствование и поддержка существующего функционала проектов компании. Автоматизация клиентской и внутренней отчетности, агентских бизнес-процессов.",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
128010059,PHP Backend / Full-stack разработчик,301,Обнинск,,,,174277,Grand Line,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт разработки на PHP7 от 3 лет. Уверенные знания и опыт работы с самописными CMS. Опыт интеграции сервисов с...,"Разработка и поддержка функционала на стороне сервера с использованием PHP. Работа с базами данных MySQL и PostgreSQL: проектирование, оптимизация запросов.",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127953091,Верстальщик / Frontend-разработчик / HTML / JS / WordPress разработчик,76,Ростов-на-Дону,55000,,RUR,12141012,SEOCare,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Требуемый опыт работы: 1–3 года (готовы рассмотреть без коммерческого опыта, но с базовыми навыками). — отличное знание HTML: понимание методологии...",,На месте работодателя,7 часов,5/2,"Программист, разработчик",<nil>
127055882,JavaScript разработчик,1,Москва,,,,3070,Polymedia,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Высшее техническое образование. Уверенное владение JavaScript, jQuery, DOM. Опыт работы с библиотеками аналитических виджетов (Highcharts, D3.js, ECharts и аналогичные).",Проработка UI для новых и существующих компонентов аналитической системы Visiology. Проектирование и разработка Front-End для веб-сервисов.,Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127804701,React (Frontend) - разработчик в Productlab.pro,88,Казань,40000,60000,RUR,9748420,Натфуллин Рушан Рустемович,remote,Удаленная работа,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,"Уверенное знание React и Ant Design - это основа нашей работы. - Опыт работы с amoCRM будет значительным преимуществом. - Знание Next.js, Vercel...",Сотрудничество с дизайнерами для создания интуитивно понятного пользовательского интерфейса. - Взаимодействие с бэкенд-разработчиками для интеграции различных функциональных возможностей. *,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127919879,Android-разработчик,26,Воронеж,100000,,RUR,52731,"ИНТЕХРОС, Межрегиональная группа компаний",fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Базовые навыки разработки: Знание Kotlin (синтаксис, ООП, функциональное программирование). Опыт разработки под Android (от 6 месяцев, включая учебные проекты).",Разработка мобильного приложения для дистанционного управления робототехническими комплексами РОИН с Android-устройств (телефонов и планшетов). Приложение будет обеспечивать связь с...,На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
127988055,Android-разработчик в Маркетплейс,1,Москва,,,,87021,WILDBERRIES,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Уверенно работаете с Android SDK. - Имеете опыт разработки Android-приложений от трех лет. - Владеете языками Kotlin и Java. -,"Разрабатывать новые функции мобильного приложения под Android. - Проектировать архитектуру распределенного ПО. - Взаимодействовать с командой (QA, дизайнеры, менеджеры, аналитики). -",,8 часов,5/2,"Программист, разработчик",<nil>
127354068,Python-программист (Автоматизация публикаций),1,Москва,,250000,RUR,3029476,ЛЕГАЛБЕТ,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Работа в команде сильных специалистов, открытая и честная коммуникация.","Команда. Работа с кодом и архитектурой. Исправление крупных багов/узких мест (например, добавление очереди, оптимизирование БД запросов). Выполнение задач по...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127866862,IOS-разработчик,1,Москва,,,,4237606,Devhunt,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы на позиции iOS-разработчика в крупной компании. Понимание архитектуры IOS-приложений (MVC, MVVM+C). ООП, опыт разработки пользовательского интерфейса.","Разработка утилит под платформу iOS. Выявление и исправление ошибок в работе текущих приложений, добавление нового функциональности. Взаимодействие с командой разработки...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127903750,Frontend-разработчик,1,Москва,,,,895945,Правительство Москвы,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Высшее оконченное образование. Опыт работы на аналогичной должности от 3 лет. Опыт работы с gRPC (protobuf). Опыт разработки асинхронных веб...,"Проектировать и воплощать интерфейсы аналитического ПО с использованием TypeScript, React и Redux. Придумывать и делать визуализации данных о транспорте и...",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127060772,PHP-разработчик,1,Москва,,,,3805641,ВиаМоби,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Имеете опыт разработки 3+ лет. - Отлично владеете: Laravel 9+, PHP 8.1+, реляционными БД (мы используем MariaDB...",Основные задачи – развитие существующих и разработка новых сервисов. Ключевые обязанности и задачи. - Поддерживать и разрабатывать сервисы компании: 1.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127693479,PHP-разработчик,11,Барнаул,,,,237251,АйТи-НОВА,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Уверенное знание PHP и понимание принципов ООП. Опыт работы с MVC-фреймворками. Навыки работы с SQL и проектирования баз данных.,Внутренние корпоративные системы: Инструменты для обслуживания базы клиентов и партнеров. Система отчетности и аналитики. Механизм начислений и списаний (интеграция платежных...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127255364,Python Backend Developer (Django),2734,Иннополис,50000,,RUR,9176780,Ришат,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Технологический стек: Python, Django, PostgreSQL, REST API, Docker, Git, k8s, итд. Ответственный подход к решению задач.","Участие в разработке бэкенда веб-сервисов, тг ботов, ML решений. Реализация REST API, обработка платежей, email-рассылки и другие задачи...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127912247,Middle .NET-разработчик,2,Санкт-Петербург,,,,6004,Nexign (АО Нэксайн),fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Поддержка и доработка решений и микросервисов на .NET Framework v4.* и .NET Core 3.6.8. Знание ASP.NET MVC...,Написание интеграционных и unit-тестов. Взаимодействие с front-end разработчиками (опыт участия во front-end разработке – преимущество). Рефакторинг чужого кода.,На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127835105,C#/.NET-разработчик,1,Москва,230000,300000,RUR,9623098,Бриф,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,Опыт работы C# от 6 лет. Опыт разработки кроссплатформенных приложений. Опыт реализации сложных выгрузок в Excel с использованием OpenXML/ ClosedXML.,Разработка новых сервисов. Систесный анализ текущей системы. Проектирование и реализация взаимодействия с внешними сервисами в рамках разработки. Разработка unit-тестов.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127914105,Frontend developer Vue,1,Москва,,,,1111946,Электронная торговая площадка Газпромбанка,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Опыт разработки приложений с использованием JavaScript от 2х лет на любом популярном js фреймворке. Понимание шаблонов ООП (design patterns...,Верстка по дизайн-макетам. Внедрение в компоненты frontend. Разработка для существующего web приложения на ExtJS.,На месте работодателя; Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127651140,Frontend-разработчик,1,Москва,,,,570957,Simtech Development,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Отличное знание React (hooks, context, composition patterns). Уверенное владение TypeScript (дженерики, утилиты типов, строгая типизация). Опыт работы с Next.js (15...",Поддержка и развитие существующих пакетов и проектов внутри монорепозитория. Разработка новых проектов и UI-библиотек на базе общего стека.,Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127643982,Python-разработчик,1,Москва,,300000,RUR,10464528,Affilyx (ООО Здоровье Онлайн),remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,5+ лет коммерческого опыта в разработке веб-приложений с использованием FastAPI / Django / Flask. - Глубокие знания Python Core и стандартных...,Разрабатывать и сопровождать backend-приложения и сервисы на Python 3 с использованием FastAPI и Django. - Проектировать архитектуру с упором на...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127954452,Программист/разработчик 1С,2,Санкт-Петербург,250000,,RUR,2910802,"ЗооОптТорг.рф, сеть зоомагазинов",remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Наличие реализованных проектов автоматизации БУ и НУ: обмены, переносы и т.п. Вы уверенно владеете функционалом платформы 1С 8...",Сопровождение конфигурации Бухгалтерия Предприятие 3.0. Доработки под требования Бухгалтерии (Главного бухгалтера). Обновление конфигураций. Доработка и поддержка обмена с базой...,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128008817,Middle+/Senior Backend разработчик (Python),2,Санкт-Петербург,180000,,RUR,2668672,Osla,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт backend-разработки коммерческих продуктов от 3 лет. Свободное владение Python 3 и Django REST framework. Уверенное знание SQL (предпочтительно...,Разработкой новых и развитием существующих функций в рамках платформы. Покрытием тестами текущей кодовой базы. Проектированием архитектуры и разработкой серверной части...,На месте работодателя,8 часов,5/2,"Программист, разработчик",<nil>
126699868,"Frontend разработчик (React, TypeScript) (Middle+/Senior)",1,Москва,350000,500000,RUR,4998680,Signal,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы: от 6 лет в разработке фронтенда, минимум 4 года на React. Стек: React, TypeScript, JavaScript (ES6+...",Разрабатывать и подключать новые модули. Разрабатывать фичи с богатой бизнес-логикой в рамках уже имеющихся модулей. Поддерживать и оптимизировать производительность...,На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
128012485,Full-Stack Java-разработчик (Junior / Middle / Senior),1,Москва,,,,21999,Финансовые Платформы,remote,Удаленная работа,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,"Высшее техническое образование, в том числе, студенты старших курсов. Знания Spring, Hibernate (опционально), XML, JSON, HTML, JavaScript. Работа с HTTP...","О проектах и команде: Участие в разработке реальных продуктовых решений, востребованных клиентами.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
128038056,Middle+/Senior backend разработчик (. Net/C#),2,Санкт-Петербург,,,,3177,Первый Бит,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Стек технологий проекта: Backend: .Net Framework, .Net Core, .Net 6. Опыт разработки на .Net/C# от 6+ лет.","Координация работы команды по реализуемым фичам (Backend, Frontend, MA, QA). Менторинг Junior/Middle разработчиков в рамках проекта. Проведение код-ревью...",Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127888219,Senior Frontend developer (Vue.js),2,Санкт-Петербург,,,,9757724,HuntIT,fullDay,Полный день,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Имеешь опыт веб разработки от 4 лет. Глубокие знания фреймворка Vue.js и его экосистемы (Vuex, Pinia, Vue Router, Nuxt.js и...","Разработка пользовательских интерфейсов различного уровня с нуля. Рефакторинг компонентов. Проводить код-ревью (аргументировать, анализировать, дискутировать с коллегами), менторить младших товарищей.",,8 часов,5/2,"Программист, разработчик",<nil>
127687894,Golang Developer,2,Санкт-Петербург,,,,3905902,Правое Полушарие Интроверта,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Мы — команда «Правого полушария Интроверта», платформы гуманитарных знаний. Мы как Netflix, только в мире знания и любопытства. Опыт.",Мы собираем готовые мнения по всем важным и не очень вопросам в библиотеке лекций. ~3+ лет коммерческой разработки backend...,Удалённо,8 часов,5/2,Руководитель группы разработки,<nil>
127957890,Python-разработчик (фитнес-клуб),1,Москва,80000,,RUR,12380192,Поколение,remote,Удаленная работа,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,Что ты будешь делать: — Знание Python и базовых принципов веб-разработки. — Опыт работы (или учебных проектов) с Django или FastAPI. —,Разрабатывать и поддерживать внутренние и клиентские веб-сервисы на Python (Django/FastAPI). — Работать над API для мобильного приложения и сайта. —,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127835497,Backend разработчик,73,Петрозаводск,,,,2713625,НатЛекс,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Имеет опыт коммерческой backend-разработки на одном из упомянутых языков. Глубоко понимает ООП, паттерны проектирования и архитектурные принципы (SOLID, DDD).","Практика написания автоматических тестов (Unit, Integration). Базы данных. Брокеры сообщений. Другие ключевые инструменты.",,8 часов,5/2,"Программист, разработчик",<nil>
127997955,Python-разработчик,4,Новосибирск,,,,9150066,Передовые технологии,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Опыт разработки на Python не менее 5 лет. Опыт управления командой разработчиков. Глубокие знания архитектуры программного обеспечения и принципов разработки...,"Направлять разработку программного обеспечения на Python, обеспечивая высокое качество и соблюдение сроков. Управление командой разработчиков, включая распределение задач, менторинг и...",На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127053610,Frontend-разработчик,1,Москва,,,,3592,Снежная Королева,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Отличное владение JavaScript (ES6+), TypeScript, HTML5, CSS3, XML. Опыт работы с Vue 2, Vue Storefront, Capacitor.",Разработка и поддержка фронтенда нашего e-commerce решения на основе VueStorefront (Vue 2) и интеграция с бэкендом через VueStorefront API.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127609292,Frontend-разработчик (middle+),1,Москва,,,,3918124,Эдспектор,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт работы фронтенд-разработчиком от 3 лет. Глубокие знания React/TypeScript и одного из популярных фреймворков (React, Angular или Vue.js).",Собственная видеосеть (500+ млн показов в месяц). Программатик‑инструменты. Решения для рекламы в Smart TV. Глубокая аналитика на основе...,На месте работодателя; Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127957039,Unity разработчик,76,Ростов-на-Дону,,,,6064074,Meowpunk,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,true,Страсть к играм и большой игровой опыт. Опыт коммерческой разработки 3д мобильных проектов от 1 года. Опыт работы с...,Разработка новых кор и мета-фичей. Программирование игровой логики. Доработка и улучшение существующих механик. Портирование игры под WebGL.,На месте работодателя,8 часов,5/2,Гейм-дизайнер,<nil>
127322679,Junior Frontend Developer,53,Краснодар,55000,,RUR,11399139,Селектек,fullDay,Полный день,noExperience,Нет опыта,full,Полная занятость,FULL,Полная,false,"Базовые знания JavaScript. Хорошее понимание синтаксиса JS (ES6+). Базовые знания HTML и CSS, React. Базовые знания в области...",Интеграция с внешними API и внутренними сервисами компании. Взаимодействие с командой бэкенд-разработчиков и тестировщиков для обеспечения целостности и качества...,Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127831222,Frontend-разработчик (Vue.js 3 / TypeScript),89,Тверь,,,,62003,БАРЛ НПК,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Понимание принципов REST API и опыт взаимодействия с бэкендом. Умение работать с системой контроля версий Git. Знание инструментов разработчика (Vue...,"Разработка новых и поддержка существующих пользовательских интерфейсов для наших веб-приложений. Тесное взаимодействие с бэкенд-разработчиками, дизайнерами и продукт-менеджерами.",На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
126392018,Senior Frontend-разработчик,1,Москва,,,,11638366,Джемини Софт,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Уверенный JavaScript / TypeScript. Опыт/желание работы с Canvas / WebGL / Three.js / Workers / IndexedDB / OPFS. Понимание performance-паттернов (debounce, throttling, requestAnimationFrame).","Динамическая обработка и интерактивная визуализация больших 2D/3D данных в браузере. Оптимизация памяти, draw-циклов и событийной модели.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127357067,Golang-разработчик,1,Москва,300000,400000,RUR,9623098,Бриф,fullDay,Полный день,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Опыт разработки на языке Golang от 5-х лет. Опыт работы с реляционными и нереляционными БД (PostgreSQL, Redis).",Участие в проектировании и разработке новой платформы с нуля. Реализация компонентов в DDD-подходе. Проработка интерфейсов взаимодействия с внешними системами.,Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127604751,Frontend-разработчик,87,Тамбов,,,,4939096,Гросссофт,remote,Удаленная работа,between3And6,От 3 до 6 лет,part,Частичная занятость,PART,Частичная,false,"Опыт разработки на JavaScript от 5 лет, в том числе на современных фреймворках (React, Angular, Vue.js или аналогичных).","Разработка высоконагруженных и масштабируемых веб-приложений с использованием JavaScript. Реализация пользовательских интерфейсов с использованием современных фреймворков (React, Angular, Vue.js или...",Удалённо,По договорённости,5/2,"Программист, разработчик",<nil>
127472032,Middle Frontend Developer (TS),1,Москва,,,,941273,Voximplant,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Опыт в качестве frontend разработчика не менее 2-х лет. Vue. TypeScript. Английский на уровне ""читаю документацию"". Будет плюсом: опыт...",Взаимодействие с командой дизайна. Участие в ревью других разработчиков из команды. Vue 3. TypeScript. Webpack/Vite/Rspack. Jest.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127609881,PHP Бэкенд-разработчик,1,Москва,,,,5745172,GLOBALPAS,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Обязательное знание: OpenAPI Specification, PHP, Yii2, PostgreSQL. Знание MAX API и XSD будет плюсом. Опыт работы с Yii2...","Ведение проектов по интеграции CRM с внешними системами (1С). Поддержка внешних разработчиков, работающих с интеграцией RedBridge CRM через API...",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127950960,Senior Backend Разработчик (Python),96,Ижевск,180000,,RUR,640819,Reactive Phone,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Продвинутый Python. Умение быстро собрать API/сервис (REST API/gRPC) и фронт. Базы данных - Postgress, redis, опыт работы с векторными...","...продуктов: от обсуждения задач до запуска их в production. Проводить ревью чужого и своего кода. Взаимодействовать с Дизайнерами, Разработчиками, Продактами.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127957743,Javascript (Vue3) Frontend разработчик (senior),1,Москва,260000,300000,RUR,9006938,Проммайнер,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Глубокие знания JavaScript, Vue3. HTML, CSS + API (сваггер и аналоги), работа с Figma в качестве источника.","Проектировать архитектуру фронтенда, внедрять лучшие практики. Участвовать в обсуждении и принятии технических решениях. Менторить менее опытных коллег, делиться экспертизой.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127832768,Программист/Веб-мастер/Контент-менеджер,1,Москва,70000,70000,RUR,10776103,Лопаева Александра Юрьевна,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"Уверенное знание WordPress (темы, плагины, настройка). Опыт администрирования Linux-серверов (Ubuntu/Debian/CentOS). Навыки контент-менеджмента. Понимание HTML, CSS, базовые...","Администрирование и развитие сайтов на WordPress. Управление контентом, наполнение и обновление материалов. Администрирование Linux-серверов (настройка, мониторинг, оптимизация).",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127990335,Программист,2,Санкт-Петербург,80000,130000,RUR,3644979,Мера Капитал,fullDay,Полный день,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Понимание инструментов финансового рынка. Знание Python. Знание PostgreSQL на базовом уровне. Владение английским языком на уровне upper intermediate и выше.,Разработка и тестирование модулей/микросервисов к программам автоматизации инвестиционных стратегий. Сопровождение внедрения инвест. стратегий. Документирование своего кода.,На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127255969,Golang-разработчик,1,Москва,170000,270000,RUR,12155237,Пожаров Антон Николаевич,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,Опыт коммерческой разработки программного обеспечения от 2х лет. -Опыт коммерческой разработки на Golang не менее 1 года. -,"Разрабатывать микросервисную платформу. -Разрабатывать систему управления логистикой. -Писать качественный, высокопроизводительный код на Go. -Участвовать в разработке архитектурных решений. -",Удалённо; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127761560,Frontend-разработчик,1,Москва,,,,1120939,МФК Олимпийский,fullDay,Полный день,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,"Требуется понимание основ HTML/CSS/JS, опыт работы с фреймворком, знание Git, умение читать чужой код и предлагать улучшения.","Разработка и поддержка пользовательских интерфейсов веб-приложений. Участие в создании новых функциональных модулей, оптимизации существующего кода и улучшении UX.",На месте работодателя; Гибрид,8 часов,5/2,"Программист, разработчик",<nil>
127928963,Java разработчик (Middle+),2,Санкт-Петербург,,,,1002543,Forrards Group,remote,Удаленная работа,between3And6,От 3 до 6 лет,full,Полная занятость,FULL,Полная,false,Владение классическими алгоритмами и структурами данных. - Практический опыт разработки на Java/Kotlin от 4 лет. - Умение эффективно пользоваться системой контроля...,Проект: Заказчик - международный ритейлер строительных материалов и товаров для дома.,Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127056376,Senior php разработчик (Symfony),1,Москва,,300000,RUR,5389666,Чернушевич Таисия Константиновна,remote,Удаленная работа,moreThan6,Более 6 лет,full,Полная занятость,FULL,Полная,false,"Глубокое знание Symfony; - это обязательное условие, без него не рассматривают разработчиков. Настройка сборки проекта при помощи composer, опыт в размещении...","Участвовать в разработке масштабных, высоконагруженных проектов со сложной бизнес-логикой. Развивать проекты, улучшать существующие проектные решения, внедрять новые технологии.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
127090264,Middle Java разработчик,1,Москва,190000,210000,RUR,10842295,Снэп АйТи,remote,Удаленная работа,between1And3,От 1 года до 3 лет,full,Полная занятость,FULL,Полная,false,"У тебя есть опыт работы от 2 лет в качестве back-end разработчика (Java). Ты знаешь Java 8/11, Spring...","...эксплуатацию и сопровождать их. Работать со смежными командами: проработка интеграции, совместный запуск процессов. Развивать навыки и культуру кода команды разработчиков.",Удалённо,8 часов,5/2,"Программист, разработчик",<nil>
